,year,ceremony,award_En,award_Ch,movie_En,movie_Ch,wonOscar
7534,1999,71,Best Foreign Language Film of the Year,最佳外语片,La vita è bella,美丽人生,1
7535,1999,71,Best Foreign Language Film of the Year,最佳外语片,Central do Brasil,中央车站,0
7536,1999,71,Best Foreign Language Film of the Year,最佳外语片,"Tango, no me dejes nunca",探戈狂恋,0
7537,1999,71,Best Foreign Language Film of the Year,最佳外语片,El Abuelo,祖父,0
7538,1999,71,Best Foreign Language Film of the Year,最佳外语片,بچه های آسمان,小鞋子,0
7539,1999,71,"Best Documentary, Features",最佳纪录长片,The Last Days,消失的1945,1
7540,1999,71,"Best Documentary, Features",最佳纪录长片,Regret to Inform,越战未亡人,0
7541,1999,71,"Best Documentary, Features",最佳纪录长片,Dancemaker,创舞者,0
7542,1999,71,"Best Documentary, Features",最佳纪录长片,"The Farm: Angola, USA",美国安哥拉劳改营,0
7543,1999,71,"Best Documentary, Features",最佳纪录长片,Lenny Bruce: Swear to Tell the Truth,悲喜人生：兰尼·布鲁斯,0
7544,1999,71,Best Cinematography,最佳摄影,Saving Private Ryan,拯救大兵瑞恩,1
7545,1999,71,Best Cinematography,最佳摄影,The Thin Red Line,细细的红线,0
7546,1999,71,Best Cinematography,最佳摄影,Elizabeth,伊丽莎白,0
7547,1999,71,Best Cinematography,最佳摄影,A Civil Action,法网边缘,0
7548,1999,71,Best Cinematography,最佳摄影,Shakespeare in Love,莎翁情史,0
7549,1999,71,Best Achievement in Film Editing,最佳剪辑,Saving Private Ryan,拯救大兵瑞恩,1
7550,1999,71,Best Achievement in Film Editing,最佳剪辑,La vita è bella,美丽人生,0
7551,1999,71,Best Achievement in Film Editing,最佳剪辑,The Thin Red Line,细细的红线,0
7552,1999,71,Best Achievement in Film Editing,最佳剪辑,Out of Sight,战略高手,0
7553,1999,71,Best Achievement in Film Editing,最佳剪辑,Shakespeare in Love,莎翁情史,0
7554,1999,71,Best Visual Effects,最佳视觉效果,What Dreams May Come,美梦成真,1
7555,1999,71,Best Visual Effects,最佳视觉效果,Armageddon,世界末日,0
7556,1999,71,Best Visual Effects,最佳视觉效果,Mighty Joe Young,无敌大猩猩,0
7557,1999,71,Best Sound Editing,最佳音效剪辑,Saving Private Ryan,拯救大兵瑞恩,1
7558,1999,71,Best Sound Editing,最佳音效剪辑,Armageddon,世界末日,0
7559,1999,71,Best Sound Editing,最佳音效剪辑,The Mask of Zorro,佐罗的面具,0
7560,1999,71,Best Sound,最佳音响,Saving Private Ryan,拯救大兵瑞恩,1
7561,1999,71,Best Sound,最佳音响,Armageddon,世界末日,0
7562,1999,71,Best Sound,最佳音响,The Thin Red Line,细细的红线,0
7563,1999,71,Best Sound,最佳音响,The Mask of Zorro,佐罗的面具,0
7564,1999,71,Best Sound,最佳音响,Shakespeare in Love,莎翁情史,0
7565,1999,71,/ Best Production Design ( 最佳美术指导 Best Art Direction ),最佳艺术指导,Shakespeare in Love,莎翁情史,1
7566,1999,71,/ Best Production Design ( 最佳美术指导 Best Art Direction ),最佳艺术指导,Saving Private Ryan,拯救大兵瑞恩,0
7567,1999,71,/ Best Production Design ( 最佳美术指导 Best Art Direction ),最佳艺术指导,What Dreams May Come,美梦成真,0
7568,1999,71,/ Best Production Design ( 最佳美术指导 Best Art Direction ),最佳艺术指导,Pleasantville,欢乐谷,0
7569,1999,71,/ Best Production Design ( 最佳美术指导 Best Art Direction ),最佳艺术指导,Elizabeth,伊丽莎白,0
7570,1999,71,Best Achievement in Costume Design,最佳服装设计,Shakespeare in Love,莎翁情史,1
7571,1999,71,Best Achievement in Costume Design,最佳服装设计,Beloved,真爱,0
7572,1999,71,Best Achievement in Costume Design,最佳服装设计,Pleasantville,欢乐谷,0
7573,1999,71,Best Achievement in Costume Design,最佳服装设计,Velvet Goldmine,天鹅绒金矿,0
7574,1999,71,Best Achievement in Costume Design,最佳服装设计,Elizabeth,伊丽莎白,0
7575,1999,71,Best Makeup,最佳化妆,Elizabeth,伊丽莎白,1
7576,1999,71,Best Makeup,最佳化妆,Saving Private Ryan,拯救大兵瑞恩,0
7577,1999,71,Best Makeup,最佳化妆,Shakespeare in Love,莎翁情史,0
7578,1999,71,"Best Music, Original Dramatic Score",剧情片最佳原创配乐,La vita è bella,美丽人生,1
7579,1999,71,"Best Music, Original Dramatic Score",剧情片最佳原创配乐,The Thin Red Line,细细的红线,0
7580,1999,71,"Best Music, Original Dramatic Score",剧情片最佳原创配乐,Saving Private Ryan,拯救大兵瑞恩,0
7581,1999,71,"Best Music, Original Dramatic Score",剧情片最佳原创配乐,Pleasantville,欢乐谷,0
7582,1999,71,"Best Music, Original Dramatic Score",剧情片最佳原创配乐,Elizabeth,伊丽莎白,0
7583,1999,71,"Best Music, Original Musical or Comedy Score",音乐/喜剧片最佳原创配乐,Shakespeare in Love,莎翁情史,1
7584,1999,71,"Best Music, Original Musical or Comedy Score",音乐/喜剧片最佳原创配乐,A Bug's Life,虫虫危机,0
7585,1999,71,"Best Music, Original Musical or Comedy Score",音乐/喜剧片最佳原创配乐,The Prince of Egypt,埃及王子,0
7586,1999,71,"Best Music, Original Musical or Comedy Score",音乐/喜剧片最佳原创配乐,Patch Adams,心灵点滴,0
7587,1999,71,"Best Music, Original Musical or Comedy Score",音乐/喜剧片最佳原创配乐,Mulan,花木兰,0
7588,1999,71,"Best Achievement in Music Written for Motion Pictures, Original Song",最佳原创歌曲,The Prince of Egypt,埃及王子,1
7589,1999,71,"Best Achievement in Music Written for Motion Pictures, Original Song",最佳原创歌曲,Armageddon,世界末日,0
7590,1999,71,"Best Achievement in Music Written for Motion Pictures, Original Song",最佳原创歌曲,Quest for Camelot,寻找卡米洛城,0
7591,1999,71,"Best Achievement in Music Written for Motion Pictures, Original Song",最佳原创歌曲,Babe: Pig in the City,小猪宝贝2：小猪进城,0
7592,1999,71,"Best Achievement in Music Written for Motion Pictures, Original Song",最佳原创歌曲,The Horse Whisperer,马语者,0
7593,1999,71,"Best Short Film, Animated",最佳动画短片,Bunny,棕兔夫人,1
7594,1999,71,"Best Short Film, Animated",最佳动画短片,More,更多,0
7595,1999,71,"Best Short Film, Animated",最佳动画短片,Jolly Roger,海盗骷髅旗,0
7596,1999,71,"Best Short Film, Animated",最佳动画短片,The Canterbury Tales,坎特伯雷故事,0
7597,1999,71,"Best Short Film, Animated",最佳动画短片,Når livet går sin vej,当生命远去,0
7598,1999,71,"Best Short Film, Live Action",最佳真人短片,Valgaften,选举之夜,1
7599,1999,71,"Best Short Film, Live Action",最佳真人短片,Holiday Romance,浪漫假日,0
7600,1999,71,"Best Short Film, Live Action",最佳真人短片,Victor,维克多,0
7601,1999,71,"Best Short Film, Live Action",最佳真人短片,Culture,文化,0
7602,1999,71,"Best Short Film, Live Action",最佳真人短片,La carte postale,明信片,0
7603,1999,71,"Best Documentary, Short Subjects",最佳纪录短片,The Personals,征婚启事,1
7604,1999,71,"Best Documentary, Short Subjects",最佳纪录短片,Sunrise Over Tiananmen Square,天安门上太阳升,0
7605,1999,71,"Best Documentary, Short Subjects",最佳纪录短片,A Place in the Land,领土上的一个地方,0
7606,2000,72,Best Motion Picture of the Year,最佳影片,American Beauty,美国丽人,1
7607,2000,72,Best Motion Picture of the Year,最佳影片,The Insider,惊曝内幕,0
7608,2000,72,Best Motion Picture of the Year,最佳影片,The Cider House Rules,苹果酒屋法则,0
7609,2000,72,Best Motion Picture of the Year,最佳影片,The Sixth Sense,第六感,0
7610,2000,72,Best Motion Picture of the Year,最佳影片,The Green Mile,绿里奇迹,0
7611,2000,72,Best Achievement in Directing,最佳导演,Sam Mendes,萨姆·门德斯,1
7612,2000,72,Best Achievement in Directing,最佳导演,Spike Jonze,斯派克·琼斯,0
7613,2000,72,Best Achievement in Directing,最佳导演,Michael Mann,迈克尔·曼,0
7614,2000,72,Best Achievement in Directing,最佳导演,Lasse Hallström,拉斯·霍尔斯道姆,0
7615,2000,72,Best Achievement in Directing,最佳导演,M. Night Shyamalan,M·奈特·沙马兰,0
7616,2000,72,Best Performance by an Actor in a Leading Role,最佳男主角,Kevin Spacey,凯文·史派西,1
7617,2000,72,Best Performance by an Actor in a Leading Role,最佳男主角,Russell Crowe,罗素·克劳,0
7618,2000,72,Best Performance by an Actor in a Leading Role,最佳男主角,Sean Penn,西恩·潘,0
7619,2000,72,Best Performance by an Actor in a Leading Role,最佳男主角,Denzel Washington,丹泽尔·华盛顿,0
7620,2000,72,Best Performance by an Actor in a Leading Role,最佳男主角,Richard Farnsworth,理查德·法恩斯沃斯,0
7621,2000,72,Best Performance by an Actress in a Leading Role,最佳女主角,Hilary Swank,希拉里·斯万克,1
7622,2000,72,Best Performance by an Actress in a Leading Role,最佳女主角,Annette Bening,安妮特·贝宁,0
7623,2000,72,Best Performance by an Actress in a Leading Role,最佳女主角,Julianne Moore,朱丽安·摩尔,0
7624,2000,72,Best Performance by an Actress in a Leading Role,最佳女主角,Meryl Streep,梅丽尔·斯特里普,0
7625,2000,72,Best Performance by an Actress in a Leading Role,最佳女主角,Janet McTeer,珍妮·麦克蒂尔,0
7626,2000,72,Best Performance by an Actor in a Supporting Role,最佳男配角,Michael Caine,迈克尔·凯恩,1
7627,2000,72,Best Performance by an Actor in a Supporting Role,最佳男配角,Tom Cruise,汤姆·克鲁斯,0
7628,2000,72,Best Performance by an Actor in a Supporting Role,最佳男配角,Jude Law,裘德·洛,0
7629,2000,72,Best Performance by an Actor in a Supporting Role,最佳男配角,Haley Joel Osment,海利·乔·奥斯蒙,0
7630,2000,72,Best Performance by an Actor in a Supporting Role,最佳男配角,Michael Clarke Duncan,迈克·克拉克·邓肯,0
7631,2000,72,Best Performance by an Actress in a Supporting Role,最佳女配角,Angelina Jolie,安吉丽娜·朱莉,1
7632,2000,72,Best Performance by an Actress in a Supporting Role,最佳女配角,Catherine Keener,凯瑟琳·基纳,0
7633,2000,72,Best Performance by an Actress in a Supporting Role,最佳女配角,Samantha Morton,萨曼莎·莫顿,0
7634,2000,72,Best Performance by an Actress in a Supporting Role,最佳女配角,Toni Collette,托妮·科莱特,0
7635,2000,72,Best Performance by an Actress in a Supporting Role,最佳女配角,Chloë Sevigny,科洛·塞维尼,0
7636,2000,72,"Best Writing, Original Screenplay",最佳原创剧本,American Beauty,美国丽人,1
7637,2000,72,"Best Writing, Original Screenplay",最佳原创剧本,Being John Malkovich,成为约翰·马尔科维奇,0
7638,2000,72,"Best Writing, Original Screenplay",最佳原创剧本,Topsy-Turvy,酣歌畅戏,0
7639,2000,72,"Best Writing, Original Screenplay",最佳原创剧本,Magnolia,木兰花,0
7640,2000,72,"Best Writing, Original Screenplay",最佳原创剧本,The Sixth Sense,第六感,0
7641,2000,72,"Best Writing, Adapted Screenplay",最佳改编剧本,The Cider House Rules,苹果酒屋法则,1
7642,2000,72,"Best Writing, Adapted Screenplay",最佳改编剧本,The Insider,惊曝内幕,0
7643,2000,72,"Best Writing, Adapted Screenplay",最佳改编剧本,The Talented Mr. Ripley,天才瑞普利,0
7644,2000,72,"Best Writing, Adapted Screenplay",最佳改编剧本,Election,校园风云,0
7645,2000,72,"Best Writing, Adapted Screenplay",最佳改编剧本,The Green Mile,绿里奇迹,0
7646,2000,72,Best Foreign Language Film of the Year,最佳外语片,Todo sobre mi madre,关于我母亲的一切,1
7647,2000,72,Best Foreign Language Film of the Year,最佳外语片,Est - Ouest,东方西方,0
7648,2000,72,Best Foreign Language Film of the Year,最佳外语片,Himalaya - l'enfance d'un chef,喜马拉雅,0
7649,2000,72,Best Foreign Language Film of the Year,最佳外语片,Solomon and Gaenor,悲怜大地的情人,0
7650,2000,72,Best Foreign Language Film of the Year,最佳外语片,Under solen,太阳底下,0
7651,2000,72,"Best Documentary, Features",最佳纪录长片,One Day in September,九月的某一天,1
7652,2000,72,"Best Documentary, Features",最佳纪录长片,Buena Vista Social Club,乐士浮生录,0
7653,2000,72,"Best Documentary, Features",最佳纪录长片,Genghis Blues,成吉思汗蓝调,0
7654,2000,72,"Best Documentary, Features",最佳纪录长片,Speaking in Strings,音符是我的表达,0
7655,2000,72,"Best Documentary, Features",最佳纪录长片,On the Ropes,拳击少年,0
7656,2000,72,Best Cinematography,最佳摄影,American Beauty,美国丽人,1
7657,2000,72,Best Cinematography,最佳摄影,The Insider,惊曝内幕,0
7658,2000,72,Best Cinematography,最佳摄影,Sleepy Hollow,断头谷,0
7659,2000,72,Best Cinematography,最佳摄影,Snow Falling on Cedars,落在香杉树的雪花,0
7660,2000,72,Best Cinematography,最佳摄影,The End of the Affair,爱到尽头,0
7661,2000,72,Best Achievement in Film Editing,最佳剪辑,The Matrix,黑客帝国,1
7662,2000,72,Best Achievement in Film Editing,最佳剪辑,American Beauty,美国丽人,0
7663,2000,72,Best Achievement in Film Editing,最佳剪辑,The Insider,惊曝内幕,0
7664,2000,72,Best Achievement in Film Editing,最佳剪辑,The Cider House Rules,苹果酒屋法则,0
7665,2000,72,Best Achievement in Film Editing,最佳剪辑,The Sixth Sense,第六感,0
7666,2000,72,Best Visual Effects,最佳视觉效果,The Matrix,黑客帝国,1
7667,2000,72,Best Visual Effects,最佳视觉效果,Star Wars: Episode I - The Phantom Menace,星球大战前传1：幽灵的威胁,0
7668,2000,72,Best Visual Effects,最佳视觉效果,Stuart Little,精灵鼠小弟,0
7669,2000,72,Best Sound Editing,最佳音效剪辑,The Matrix,黑客帝国,1
7670,2000,72,Best Sound Editing,最佳音效剪辑,Fight Club,搏击俱乐部,0
7671,2000,72,Best Sound Editing,最佳音效剪辑,Star Wars: Episode I - The Phantom Menace,星球大战前传1：幽灵的威胁,0
7672,2000,72,Best Sound,最佳音响,The Matrix,黑客帝国,1
7673,2000,72,Best Sound,最佳音响,The Insider,惊曝内幕,0
7674,2000,72,Best Sound,最佳音响,Star Wars: Episode I - The Phantom Menace,星球大战前传1：幽灵的威胁,0
7675,2000,72,Best Sound,最佳音响,The Mummy,木乃伊,0
7676,2000,72,Best Sound,最佳音响,The Green Mile,绿里奇迹,0
7677,2000,72,/ Best Production Design ( 最佳美术指导 Best Art Direction ),最佳艺术指导,Sleepy Hollow,断头谷,1
7678,2000,72,/ Best Production Design ( 最佳美术指导 Best Art Direction ),最佳艺术指导,Topsy-Turvy,酣歌畅戏,0
7679,2000,72,/ Best Production Design ( 最佳美术指导 Best Art Direction ),最佳艺术指导,The Talented Mr. Ripley,天才瑞普利,0
7680,2000,72,/ Best Production Design ( 最佳美术指导 Best Art Direction ),最佳艺术指导,The Cider House Rules,苹果酒屋法则,0
7681,2000,72,/ Best Production Design ( 最佳美术指导 Best Art Direction ),最佳艺术指导,Anna and the King,安娜与国王,0
7682,2000,72,Best Achievement in Costume Design,最佳服装设计,Topsy-Turvy,酣歌畅戏,1
7683,2000,72,Best Achievement in Costume Design,最佳服装设计,The Talented Mr. Ripley,天才瑞普利,0
7684,2000,72,Best Achievement in Costume Design,最佳服装设计,Sleepy Hollow,断头谷,0
7685,2000,72,Best Achievement in Costume Design,最佳服装设计,Anna and the King,安娜与国王,0
7686,2000,72,Best Achievement in Costume Design,最佳服装设计,Titus,圣诗复仇,0
7687,2000,72,Best Makeup,最佳化妆,Topsy-Turvy,酣歌畅戏,1
7688,2000,72,Best Makeup,最佳化妆,Bicentennial Man,机器管家,0
7689,2000,72,Best Makeup,最佳化妆,Austin Powers: The Spy Who Shagged Me,王牌大贱谍2,0
7690,2000,72,Best Makeup,最佳化妆,Life,人生,0
7691,2000,72,"Best Achievement in Music Written for Motion Pictures, Original Score",最佳原创配乐,Le violon rouge,红色小提琴,1
7692,2000,72,"Best Achievement in Music Written for Motion Pictures, Original Score",最佳原创配乐,American Beauty,美国丽人,0
7693,2000,72,"Best Achievement in Music Written for Motion Pictures, Original Score",最佳原创配乐,The Talented Mr. Ripley,天才瑞普利,0
7694,2000,72,"Best Achievement in Music Written for Motion Pictures, Original Score",最佳原创配乐,The Cider House Rules,苹果酒屋法则,0
7695,2000,72,"Best Achievement in Music Written for Motion Pictures, Original Score",最佳原创配乐,Angela's Ashes,安琪拉的灰烬,0
7696,2000,72,"Best Achievement in Music Written for Motion Pictures, Original Song",最佳原创歌曲,Tarzan,泰山,1
7697,2000,72,"Best Achievement in Music Written for Motion Pictures, Original Song",最佳原创歌曲,Toy Story 2,玩具总动员2,0
7698,2000,72,"Best Achievement in Music Written for Motion Pictures, Original Song",最佳原创歌曲,Magnolia,木兰花,0
7699,2000,72,"Best Achievement in Music Written for Motion Pictures, Original Song",最佳原创歌曲,Music of the Heart,弦动我心,0
7700,2000,72,"Best Short Film, Animated",最佳动画短片,The Old Man and the Sea,老人与海,1
7701,2000,72,"Best Short Film, Animated",最佳动画短片,3 Misses,受难三美人,0
7702,2000,72,"Best Short Film, Animated",最佳动画短片,When the Day Breaks,破晓之时,0
7703,2000,72,"Best Short Film, Animated",最佳动画短片,Humdrum,无聊,0
7704,2000,72,"Best Short Film, Animated",最佳动画短片,Min bestemor strøk kongens skjorter,我的祖母给国王熨过衣服,0
7705,2000,72,"Best Short Film, Live Action",最佳真人短片,My Mother Dreams the Satan's Disciples in New York,我妈妈梦见撒旦的门徒在纽约,1
7706,2000,72,"Best Short Film, Live Action",最佳真人短片,Kleingeld,零钱,0
7707,2000,72,"Best Short Film, Live Action",最佳真人短片,Killing Joe,杀死乔伊,0
7708,2000,72,"Best Short Film, Live Action",最佳真人短片,"Bror, min bror",兄弟，我的兄弟,0
7709,2000,72,"Best Short Film, Live Action",最佳真人短片,Stora & små mirakel,大小奇迹,0
7710,2000,72,"Best Documentary, Short Subjects",最佳纪录短片,King Gimp,花边国王,1
7711,2000,72,"Best Documentary, Short Subjects",最佳纪录短片,Eyewitness,目击证人,0
7712,2000,72,"Best Documentary, Short Subjects",最佳纪录短片,The Wildest Show in the South: The Angola Prison Rodeo,南方最狂野的节目：安哥拉监狱牛仔竞技表演,0
7713,2001,73,Best Motion Picture of the Year,最佳影片,Gladiator,角斗士,1
7714,2001,73,Best Motion Picture of the Year,最佳影片,Erin Brockovich,永不妥协,0
7715,2001,73,Best Motion Picture of the Year,最佳影片,Traffic,毒品网络,0
7716,2001,73,Best Motion Picture of the Year,最佳影片,臥虎藏龍,卧虎藏龙,0
7717,2001,73,Best Motion Picture of the Year,最佳影片,Chocolat,浓情巧克力,0
7718,2001,73,Best Achievement in Directing,最佳导演,Steven Soderbergh,史蒂文·索德伯格,1
7719,2001,73,Best Achievement in Directing,最佳导演,Steven Soderbergh,史蒂文·索德伯格,0
7720,2001,73,Best Achievement in Directing,最佳导演,Ridley Scott,雷德利·斯科特,0
7721,2001,73,Best Achievement in Directing,最佳导演,Ang Lee,李安,0
7722,2001,73,Best Achievement in Directing,最佳导演,Stephen Daldry,史蒂芬·戴德利,0
7723,2001,73,Best Performance by an Actor in a Leading Role,最佳男主角,Russell Crowe,罗素·克劳,1
7724,2001,73,Best Performance by an Actor in a Leading Role,最佳男主角,Tom Hanks,汤姆·汉克斯,0
7725,2001,73,Best Performance by an Actor in a Leading Role,最佳男主角,Geoffrey Rush,杰弗里·拉什,0
7726,2001,73,Best Performance by an Actor in a Leading Role,最佳男主角,Javier Bardem,哈维尔·巴登,0
7727,2001,73,Best Performance by an Actor in a Leading Role,最佳男主角,Ed Harris,艾德·哈里斯,0
7728,2001,73,Best Performance by an Actress in a Leading Role,最佳女主角,Julia Roberts,朱莉娅·罗伯茨,1
7729,2001,73,Best Performance by an Actress in a Leading Role,最佳女主角,Ellen Burstyn,艾伦·伯斯汀,0
7730,2001,73,Best Performance by an Actress in a Leading Role,最佳女主角,Joan Allen,琼·艾伦,0
7731,2001,73,Best Performance by an Actress in a Leading Role,最佳女主角,Laura Linney,劳拉·琳妮,0
7732,2001,73,Best Performance by an Actress in a Leading Role,最佳女主角,Juliette Binoche,朱丽叶·比诺什,0
7733,2001,73,Best Performance by an Actor in a Supporting Role,最佳男配角,Benicio del Toro,本尼西奥·德尔·托罗,1
7734,2001,73,Best Performance by an Actor in a Supporting Role,最佳男配角,Albert Finney,阿尔伯特·芬尼,0
7735,2001,73,Best Performance by an Actor in a Supporting Role,最佳男配角,Joaquin Phoenix,华金·菲尼克斯,0
7736,2001,73,Best Performance by an Actor in a Supporting Role,最佳男配角,Jeff Bridges,杰夫·布里吉斯,0
7737,2001,73,Best Performance by an Actor in a Supporting Role,最佳男配角,Willem Dafoe,威廉·达福,0
7738,2001,73,Best Performance by an Actress in a Supporting Role,最佳女配角,Marcia Gay Harden,马西娅·盖伊·哈登,1
7739,2001,73,Best Performance by an Actress in a Supporting Role,最佳女配角,Frances McDormand,弗兰西斯·麦克多蒙德,0
7740,2001,73,Best Performance by an Actress in a Supporting Role,最佳女配角,Kate Hudson,凯特·哈德森,0
7741,2001,73,Best Performance by an Actress in a Supporting Role,最佳女配角,Julie Walters,朱丽·沃特斯,0
7742,2001,73,Best Performance by an Actress in a Supporting Role,最佳女配角,Judi Dench,朱迪·丹奇,0
7743,2001,73,"Best Writing, Original Screenplay",最佳原创剧本,Almost Famous,几近成名,1
7744,2001,73,"Best Writing, Original Screenplay",最佳原创剧本,Erin Brockovich,永不妥协,0
7745,2001,73,"Best Writing, Original Screenplay",最佳原创剧本,Gladiator,角斗士,0
7746,2001,73,"Best Writing, Original Screenplay",最佳原创剧本,Billy Elliot,跳出我天地,0
7747,2001,73,"Best Writing, Original Screenplay",最佳原创剧本,You Can Count on Me,我办事你放心,0
7748,2001,73,"Best Writing, Adapted Screenplay",最佳改编剧本,Traffic,毒品网络,1
7749,2001,73,"Best Writing, Adapted Screenplay",最佳改编剧本,"O Brother, Where Art Thou?",逃狱三王,0
7750,2001,73,"Best Writing, Adapted Screenplay",最佳改编剧本,Wonder Boys,奇迹小子,0
7751,2001,73,"Best Writing, Adapted Screenplay",最佳改编剧本,臥虎藏龍,卧虎藏龙,0
7752,2001,73,"Best Writing, Adapted Screenplay",最佳改编剧本,Chocolat,浓情巧克力,0
7753,2001,73,Best Foreign Language Film of the Year,最佳外语片,臥虎藏龍,卧虎藏龙,1
7754,2001,73,Best Foreign Language Film of the Year,最佳外语片,Amores perros,爱情是狗娘,0
7755,2001,73,Best Foreign Language Film of the Year,最佳外语片,Le goût des autres,他人的品味,0
7756,2001,73,Best Foreign Language Film of the Year,最佳外语片,Musíme si pomáhat,分道不扬镳,0
7757,2001,73,Best Foreign Language Film of the Year,最佳外语片,Iedereen beroemd!,每个人都成名,0
7758,2001,73,"Best Documentary, Features",最佳纪录长片,Into the Arms of Strangers: Stories of the Kindertransport,战争存亡录,1
7759,2001,73,"Best Documentary, Features",最佳纪录长片,Sound and Fury,无声的呐喊,0
7760,2001,73,"Best Documentary, Features",最佳纪录长片,Legacy,遗产,0
7761,2001,73,"Best Documentary, Features",最佳纪录长片,Scottsboro: An American Tragedy,斯科茨伯勒：美国的悲剧,0
7762,2001,73,"Best Documentary, Features",最佳纪录长片,Long Night Journey Into Day,长夜入日行,0
7763,2001,73,Best Cinematography,最佳摄影,臥虎藏龍,卧虎藏龙,1
7764,2001,73,Best Cinematography,最佳摄影,"O Brother, Where Art Thou?",逃狱三王,0
7765,2001,73,Best Cinematography,最佳摄影,Malèna,西西里的美丽传说,0
7766,2001,73,Best Cinematography,最佳摄影,Gladiator,角斗士,0
7767,2001,73,Best Cinematography,最佳摄影,The Patriot,爱国者,0
7768,2001,73,Best Achievement in Film Editing,最佳剪辑,Traffic,毒品网络,1
7769,2001,73,Best Achievement in Film Editing,最佳剪辑,Almost Famous,几近成名,0
7770,2001,73,Best Achievement in Film Editing,最佳剪辑,Gladiator,角斗士,0
7771,2001,73,Best Achievement in Film Editing,最佳剪辑,Wonder Boys,奇迹小子,0
7772,2001,73,Best Achievement in Film Editing,最佳剪辑,臥虎藏龍,卧虎藏龙,0
7773,2001,73,Best Visual Effects,最佳视觉效果,Gladiator,角斗士,1
7774,2001,73,Best Visual Effects,最佳视觉效果,Hollow Man,透明人,0
7775,2001,73,Best Visual Effects,最佳视觉效果,The Perfect Storm,完美风暴,0
7776,2001,73,Best Sound Editing,最佳音效剪辑,U-571,猎杀U-571,1
7777,2001,73,Best Sound Editing,最佳音效剪辑,Space Cowboys,太空牛仔,0
7778,2001,73,Best Sound,最佳音响,Gladiator,角斗士,1
7779,2001,73,Best Sound,最佳音响,U-571,猎杀U-571,0
7780,2001,73,Best Sound,最佳音响,The Perfect Storm,完美风暴,0
7781,2001,73,Best Sound,最佳音响,The Patriot,爱国者,0
7782,2001,73,Best Sound,最佳音响,Cast Away,荒岛余生,0
7783,2001,73,/ Best Production Design ( 最佳美术指导 Best Art Direction ),最佳艺术指导,臥虎藏龍,卧虎藏龙,1
7784,2001,73,/ Best Production Design ( 最佳美术指导 Best Art Direction ),最佳艺术指导,Gladiator,角斗士,0
7785,2001,73,/ Best Production Design ( 最佳美术指导 Best Art Direction ),最佳艺术指导,How the Grinch Stole Christmas,圣诞怪杰,0
7786,2001,73,/ Best Production Design ( 最佳美术指导 Best Art Direction ),最佳艺术指导,Vatel,巴黎春梦,0
7787,2001,73,/ Best Production Design ( 最佳美术指导 Best Art Direction ),最佳艺术指导,Quills,鹅毛笔,0
7788,2001,73,Best Achievement in Costume Design,最佳服装设计,Gladiator,角斗士,1
7789,2001,73,Best Achievement in Costume Design,最佳服装设计,How the Grinch Stole Christmas,圣诞怪杰,0
7790,2001,73,Best Achievement in Costume Design,最佳服装设计,102 Dalmatians,102真狗,0
7791,2001,73,Best Achievement in Costume Design,最佳服装设计,臥虎藏龍,卧虎藏龙,0
7792,2001,73,Best Achievement in Costume Design,最佳服装设计,Quills,鹅毛笔,0
7793,2001,73,Best Makeup,最佳化妆,How the Grinch Stole Christmas,圣诞怪杰,1
7794,2001,73,Best Makeup,最佳化妆,The Cell,入侵脑细胞,0
7795,2001,73,Best Makeup,最佳化妆,Shadow of the Vampire,吸血鬼魅影,0
7796,2001,73,"Best Achievement in Music Written for Motion Pictures, Original Score",最佳原创配乐,臥虎藏龍,卧虎藏龙,1
7797,2001,73,"Best Achievement in Music Written for Motion Pictures, Original Score",最佳原创配乐,Malèna,西西里的美丽传说,0
7798,2001,73,"Best Achievement in Music Written for Motion Pictures, Original Score",最佳原创配乐,Gladiator,角斗士,0
7799,2001,73,"Best Achievement in Music Written for Motion Pictures, Original Score",最佳原创配乐,The Patriot,爱国者,0
7800,2001,73,"Best Achievement in Music Written for Motion Pictures, Original Score",最佳原创配乐,Chocolat,浓情巧克力,0
7801,2001,73,"Best Achievement in Music Written for Motion Pictures, Original Song",最佳原创歌曲,Wonder Boys,奇迹小子,1
7802,2001,73,"Best Achievement in Music Written for Motion Pictures, Original Song",最佳原创歌曲,Dancer in the Dark,黑暗中的舞者,0
7803,2001,73,"Best Achievement in Music Written for Motion Pictures, Original Song",最佳原创歌曲,Meet the Parents,拜见岳父大人,0
7804,2001,73,"Best Achievement in Music Written for Motion Pictures, Original Song",最佳原创歌曲,臥虎藏龍,卧虎藏龙,0
7805,2001,73,"Best Achievement in Music Written for Motion Pictures, Original Song",最佳原创歌曲,The Emperor's New Groove,变身国王,0
7806,2001,73,"Best Short Film, Animated",最佳动画短片,Father and Daughter,父与女,1
7807,2001,73,"Best Short Film, Animated",最佳动画短片,Rejected,退货,0
7808,2001,73,"Best Short Film, Animated",最佳动画短片,The Periwig-Maker,假发匠,0
7809,2001,73,"Best Short Film, Live Action",最佳真人短片,Quiero Ser,意欲成为,1
7810,2001,73,"Best Short Film, Live Action",最佳真人短片,Seraglio,后宫,0
7811,2001,73,"Best Short Film, Live Action",最佳真人短片,One Day Crossing,穿越的一天,0
7812,2001,73,"Best Short Film, Live Action",最佳真人短片,By Courier,快递,0
7813,2001,73,"Best Short Film, Live Action",最佳真人短片,Uma História de Futebol,足球的故事,0
